Country,Age_Group,Gender,Daily_Screen_Time_Hours,Peak_Viewing_Hour,Content_Category,Device_Type,Subscription_Type,Platform,Weekly_Sessions,Average_Session_Duration_Minutes,Number_of_Platforms_Used,Internet_Connection,Content_Language_Preference,Binge_Watch_Frequency
United Arab Emirates,Children,Male,High,20,Sci-Fi,Tablet,Standard,Amazon Prime Video,18,59,2,Fiber,Arabic,Monthly
South Africa,Adults,Male,High,18,Sci-Fi,Desktop,Free,Disney+,18,56,2,4G LTE,Korean,Daily
Egypt,Children,Female,High,23,Romance,Tablet,Standard,TikTok,18,21,2,4G LTE,Portuguese,Weekly
Egypt,Adults,Female,Moderate,20,Documentary,Tablet,Free,Instagram,8,24,1,ADSL,Korean,Never
Egypt,Adults,Female,High,22,Romance,Mobile,Free,TikTok,13,18,1,4G LTE,Spanish,Multiple Times Per Week
China,Young Adults,Female,High,21,Sci-Fi,Tablet,Basic,TikTok,23,30,3,ADSL,Japanese,Multiple Times Per Week
New Zealand,Adults,Male,High,21,Action,Smart TV,Basic,Disney+,21,57,3,Fiber,Japanese,2-3 Times Per Week
Peru,Adults,Female,High,19,Animation,Smart TV,Free,Instagram,8,29,2,Broadband,Spanish,Daily
Nigeria,Adults,Male,High,21,Romance,Mobile,Free,YouTube,18,30,3,Broadband,Japanese,Daily
Peru,Children,Female,High,18,Horror,Desktop,Basic,Instagram,19,34,1,ADSL,Portuguese,Multiple Times Per Week
Philippines,Children,Male,High,23,Action,Desktop,Basic,TikTok,16,19,3,Broadband,Arabic,Weekly
Ethiopia,Young Adults,Male,High,18,Action,Desktop,Premium,Disney+,20,44,1,4G LTE,Japanese,Daily
Germany,Young Adults,Male,High,21,Documentary,Tablet,Premium,TikTok,21,24,3,Broadband,Spanish,Multiple Times Per Week
France,Adults,Female,High,22,Horror,Tablet,Premium,Instagram,20,16,2,4G LTE,English,Multiple Times Per Week
Indonesia,Adults,Female,High,18,Comedy,Tablet,Premium,Instagram,18,17,3,5G,German,Monthly
Germany,Adults,Male,Moderate,22,Thriller,Mobile,Premium,Amazon Prime Video,10,63,5,ADSL,Korean,Daily
Malaysia,Adults,Male,High,21,Thriller,Desktop,Basic,Disney+,16,46,3,Broadband,Japanese,2-3 Times Per Week
South Africa,Adults,Female,High,18,Drama,Tablet,Standard,YouTube,17,26,3,4G LTE,French,Never
Malaysia,Young Adults,Female,High,22,Action,Mobile,Premium,Netflix,24,69,5,4G LTE,English,Weekly
China,Children,Male,High,22,Animation,Tablet,Standard,Netflix,19,49,2,Fiber,Japanese,Monthly
Thailand,Adults,Female,Moderate,21,Documentary,Tablet,Basic,YouTube,9,37,3,Broadband,Arabic,Multiple Times Per Week
Tunisia,Adults,Female,High,19,Horror,Mobile,Standard,Amazon Prime Video,19,50,3,4G LTE,German,Never
Israel,Children,Female,High,18,Sports,Mobile,Premium,TikTok,16,40,4,Broadband,Japanese,2-3 Times Per Week
Indonesia,Adults,Male,High,22,Horror,Tablet,Premium,YouTube,10,39,3,Fiber,Korean,Never
United Kingdom,Adults,Female,Moderate,19,Romance,Desktop,Premium,Instagram,16,30,4,ADSL,German,Monthly
Vietnam,Children,Female,High,19,Action,Mobile,Standard,TikTok,20,20,3,Fiber,Hindi,Never
Italy,Young Adults,Female,High,20,Sports,Smart TV,Free,Amazon Prime Video,21,53,2,Fiber,English,Never
United States,Adults,Male,High,19,Drama,Smart TV,Basic,YouTube,18,35,4,Fiber,Chinese,2-3 Times Per Week
Chile,Adults,Female,High,23,Horror,Desktop,Basic,TikTok,16,23,3,Fiber,Chinese,Daily
Argentina,Young Adults,Female,High,22,Action,Smart TV,Standard,Instagram,21,22,3,Fiber,German,Weekly
United Kingdom,Adults,Female,High,19,Thriller,Desktop,Standard,Instagram,19,36,4,Fiber,Portuguese,Never
Vietnam,Children,Male,High,23,Sci-Fi,Desktop,Premium,Amazon Prime Video,20,42,3,5G,Portuguese,2-3 Times Per Week
Saudi Arabia,Young Adults,Female,High,22,Drama,Tablet,Premium,YouTube,22,43,4,5G,German,Multiple Times Per Week
Turkey,Young Adults,Female,High,20,Animation,Desktop,Free,Amazon Prime Video,22,66,2,ADSL,Japanese,Weekly
Malaysia,Young Adults,Female,High,18,Thriller,Smart TV,Standard,TikTok,20,20,3,4G LTE,Hindi,Never
Germany,Children,Male,High,19,Sci-Fi,Tablet,Free,TikTok,19,37,2,ADSL,Korean,Weekly
Israel,Adults,Male,Moderate,20,Comedy,Desktop,Basic,TikTok,10,31,2,4G LTE,English,2-3 Times Per Week
Ethiopia,Children,Female,High,20,Drama,Tablet,Premium,Disney+,20,62,1,5G,Spanish,Daily
Pakistan,Adults,Female,High,18,Sci-Fi,Desktop,Free,TikTok,13,31,2,ADSL,French,Never
South Korea,Adults,Female,Moderate,19,Romance,Mobile,Basic,Netflix,13,46,4,Broadband,Japanese,Daily
Japan,Adults,Female,Moderate,21,Romance,Smart TV,Basic,Amazon Prime Video,9,51,3,Fiber,Japanese,Never
Ethiopia,Adults,Male,Moderate,22,Romance,Desktop,Premium,Netflix,13,65,2,Broadband,Japanese,Multiple Times Per Week
Indonesia,Adults,Male,High,22,Sci-Fi,Mobile,Premium,Instagram,17,31,4,4G LTE,Arabic,Multiple Times Per Week
Malaysia,Children,Female,High,23,Thriller,Desktop,Basic,Netflix,16,58,2,5G,Chinese,Daily
Peru,Adults,Male,High,19,Animation,Mobile,Free,Netflix,16,48,3,5G,Portuguese,Daily
United Arab Emirates,Adults,Female,Moderate,20,Drama,Mobile,Premium,Netflix,12,60,3,ADSL,Spanish,Daily
Italy,Adults,Female,Moderate,20,Action,Mobile,Standard,Netflix,8,59,3,4G LTE,Korean,Never
China,Adults,Male,Moderate,18,Thriller,Tablet,Free,Instagram,12,36,3,5G,Arabic,Multiple Times Per Week
Ethiopia,Adults,Male,Moderate,22,Thriller,Tablet,Basic,Disney+,9,62,2,ADSL,Chinese,Weekly
Peru,Children,Female,High,23,Romance,Mobile,Standard,Instagram,19,16,2,ADSL,Japanese,Weekly
Malaysia,Adults,Female,High,22,Comedy,Smart TV,Basic,Instagram,16,22,3,Broadband,Chinese,Multiple Times Per Week
South Korea,Young Adults,Male,High,18,Comedy,Smart TV,Standard,TikTok,23,31,3,Broadband,Korean,Daily
Malaysia,Adults,Male,High,21,Comedy,Desktop,Standard,Netflix,9,57,3,5G,English,Never
India,Adults,Female,High,18,Documentary,Tablet,Free,Amazon Prime Video,18,59,1,Fiber,Japanese,Monthly
Argentina,Adults,Female,High,19,Romance,Desktop,Standard,YouTube,9,27,2,Broadband,Spanish,Daily
Philippines,Children,Female,High,23,Romance,Smart TV,Basic,TikTok,18,22,3,4G LTE,Arabic,Never
Morocco,Children,Male,High,22,Comedy,Tablet,Basic,Instagram,19,24,2,ADSL,Japanese,Weekly
Philippines,Young Adults,Male,High,22,Animation,Smart TV,Premium,YouTube,20,26,2,Fiber,Arabic,Weekly
Vietnam,Adults,Female,Moderate,19,Romance,Mobile,Free,YouTube,10,37,4,Fiber,Spanish,Monthly
South Africa,Children,Male,High,19,Horror,Mobile,Basic,Instagram,20,27,4,Broadband,English,2-3 Times Per Week
Egypt,Adults,Male,High,22,Animation,Desktop,Premium,Instagram,15,31,2,Fiber,Hindi,Weekly
United States,Adults,Male,Moderate,22,Sci-Fi,Tablet,Premium,Amazon Prime Video,8,50,3,ADSL,French,2-3 Times Per Week
New Zealand,Adults,Female,Moderate,22,Action,Smart TV,Standard,YouTube,11,35,4,Broadband,French,Never
Turkey,Adults,Male,High,20,Action,Mobile,Basic,Disney+,13,64,3,Broadband,Hindi,Monthly
South Korea,Children,Male,Moderate,19,Drama,Smart TV,Standard,YouTube,19,25,3,5G,Portuguese,2-3 Times Per Week
South Africa,Adults,Female,High,22,Romance,Mobile,Basic,Instagram,12,27,4,5G,Spanish,Weekly
United Arab Emirates,Adults,Female,Moderate,18,Sports,Desktop,Free,TikTok,12,34,3,Broadband,English,Never
Ethiopia,Adults,Male,High,23,Thriller,Mobile,Premium,Disney+,22,53,2,5G,Korean,Never
Ethiopia,Children,Male,High,20,Documentary,Tablet,Standard,TikTok,17,40,2,4G LTE,Hindi,Daily
Japan,Adults,Male,Moderate,22,Animation,Smart TV,Premium,Disney+,16,45,3,4G LTE,Spanish,Multiple Times Per Week
Colombia,Adults,Male,High,21,Romance,Mobile,Basic,Netflix,12,45,4,Broadband,German,Never
Canada,Young Adults,Female,High,23,Sci-Fi,Desktop,Standard,Amazon Prime Video,20,52,4,5G,Japanese,Never
India,Adults,Female,High,22,Comedy,Smart TV,Basic,Amazon Prime Video,13,42,3,ADSL,Chinese,Monthly
Saudi Arabia,Young Adults,Female,High,23,Drama,Desktop,Free,YouTube,23,31,5,Broadband,Hindi,2-3 Times Per Week
Belgium,Adults,Male,Moderate,21,Comedy,Mobile,Free,Disney+,17,64,4,Fiber,Chinese,Multiple Times Per Week
China,Young Adults,Male,High,21,Drama,Mobile,Basic,Netflix,21,55,3,5G,Hindi,Monthly
Turkey,Young Adults,Male,High,21,Sports,Tablet,Free,Instagram,20,19,2,5G,Korean,2-3 Times Per Week
China,Adults,Male,Moderate,23,Comedy,Desktop,Premium,TikTok,21,25,4,Fiber,English,Never
Sweden,Children,Female,High,22,Sci-Fi,Smart TV,Free,Instagram,19,18,2,ADSL,Hindi,Multiple Times Per Week
Morocco,Young Adults,Female,High,23,Romance,Mobile,Premium,TikTok,20,30,3,Fiber,Arabic,2-3 Times Per Week
Nigeria,Adults,Male,High,21,Animation,Tablet,Basic,YouTube,19,39,1,5G,Korean,Monthly
Morocco,Children,Male,High,20,Thriller,Tablet,Premium,TikTok,17,39,3,5G,Portuguese,Multiple Times Per Week
Qatar,Young Adults,Male,High,18,Horror,Desktop,Free,Instagram,22,37,2,Broadband,Portuguese,Multiple Times Per Week
Indonesia,Adults,Male,High,19,Romance,Smart TV,Standard,Instagram,10,35,3,5G,Chinese,Monthly
Ghana,Young Adults,Female,High,19,Animation,Desktop,Basic,Netflix,23,46,2,Broadband,German,Never
Italy,Adults,Female,High,21,Horror,Desktop,Premium,Netflix,20,61,3,Fiber,Korean,Weekly
Ecuador,Children,Male,High,20,Drama,Mobile,Standard,Instagram,18,25,2,4G LTE,Arabic,Weekly
Egypt,Adults,Female,High,18,Action,Desktop,Premium,Instagram,19,26,1,Broadband,English,Never
South Korea,Adults,Male,Moderate,23,Comedy,Smart TV,Free,YouTube,8,33,4,5G,German,2-3 Times Per Week
Thailand,Adults,Male,Moderate,22,Comedy,Desktop,Free,TikTok,8,25,4,4G LTE,Japanese,Monthly
Sweden,Children,Male,High,21,Romance,Tablet,Basic,Disney+,20,40,4,5G,Portuguese,Monthly
Italy,Adults,Male,Moderate,23,Sci-Fi,Smart TV,Free,YouTube,9,27,3,Fiber,Spanish,Multiple Times Per Week
Mexico,Adults,Male,High,20,Animation,Smart TV,Standard,Netflix,13,52,3,ADSL,English,2-3 Times Per Week
Argentina,Children,Male,High,21,Romance,Smart TV,Free,Instagram,18,31,2,Fiber,Spanish,Monthly
Ecuador,Adults,Male,Moderate,20,Drama,Tablet,Standard,Instagram,12,20,2,4G LTE,German,Monthly
Netherlands,Adults,Male,High,22,Sci-Fi,Smart TV,Standard,Instagram,18,32,3,5G,French,2-3 Times Per Week
Netherlands,Adults,Male,High,18,Thriller,Desktop,Free,Amazon Prime Video,15,63,2,4G LTE,Chinese,Never
France,Children,Female,High,21,Thriller,Desktop,Basic,Disney+,16,55,4,Broadband,Chinese,2-3 Times Per Week
Norway,Children,Male,High,21,Animation,Smart TV,Standard,Disney+,20,53,4,ADSL,Portuguese,Multiple Times Per Week
Japan,Young Adults,Female,Moderate,20,Animation,Tablet,Basic,Netflix,24,46,4,5G,Korean,Monthly
Australia,Young Adults,Male,High,22,Drama,Tablet,Basic,TikTok,20,41,4,ADSL,German,Daily
Turkey,Young Adults,Male,High,20,Animation,Smart TV,Premium,YouTube,24,38,2,Broadband,Hindi,2-3 Times Per Week
Israel,Adults,Female,Moderate,20,Drama,Tablet,Premium,Disney+,10,50,2,Fiber,Chinese,Daily
Malaysia,Children,Female,High,23,Sports,Smart TV,Standard,Instagram,20,20,5,4G LTE,Korean,Weekly
New Zealand,Adults,Male,High,19,Comedy,Mobile,Premium,Amazon Prime Video,18,46,3,Broadband,English,Weekly
Nigeria,Children,Female,High,22,Animation,Mobile,Basic,Netflix,16,55,2,5G,Portuguese,Monthly
United Kingdom,Adults,Female,Moderate,20,Thriller,Mobile,Free,TikTok,17,35,4,ADSL,Korean,Multiple Times Per Week
South Africa,Children,Male,High,20,Comedy,Tablet,Basic,TikTok,20,36,2,Broadband,French,2-3 Times Per Week
Saudi Arabia,Young Adults,Male,High,20,Drama,Smart TV,Premium,YouTube,21,39,3,Fiber,Japanese,Weekly
Bangladesh,Adults,Female,Moderate,23,Horror,Smart TV,Free,YouTube,10,48,2,Fiber,Arabic,Monthly
South Korea,Young Adults,Male,High,22,Documentary,Smart TV,Premium,TikTok,20,31,5,Fiber,Spanish,Monthly
Qatar,Adults,Female,High,21,Drama,Mobile,Basic,TikTok,18,22,3,4G LTE,German,Multiple Times Per Week
Australia,Adults,Female,Moderate,18,Horror,Mobile,Standard,Netflix,12,68,4,Fiber,Korean,2-3 Times Per Week
Ghana,Children,Female,High,23,Romance,Tablet,Premium,Amazon Prime Video,17,42,2,Fiber,French,Weekly
Egypt,Adults,Male,High,21,Thriller,Mobile,Standard,Amazon Prime Video,14,47,3,Fiber,Hindi,Never
Kenya,Adults,Female,Moderate,19,Thriller,Smart TV,Premium,Netflix,15,56,1,ADSL,English,Monthly
Belgium,Young Adults,Female,High,21,Comedy,Mobile,Basic,TikTok,24,41,4,Fiber,Portuguese,Never
Argentina,Young Adults,Male,High,21,Romance,Desktop,Free,TikTok,22,24,4,Broadband,Arabic,Daily
Australia,Adults,Female,High,19,Sports,Mobile,Free,Disney+,20,54,3,4G LTE,Portuguese,Never
Colombia,Adults,Female,High,21,Action,Tablet,Basic,Instagram,21,31,4,Broadband,Hindi,Weekly
Philippines,Adults,Male,High,19,Sci-Fi,Tablet,Free,Amazon Prime Video,15,57,2,ADSL,Portuguese,2-3 Times Per Week
Egypt,Adults,Male,Moderate,20,Thriller,Tablet,Premium,Disney+,10,51,2,4G LTE,German,Multiple Times Per Week
South Korea,Adults,Female,Moderate,22,Drama,Tablet,Standard,Netflix,19,61,4,5G,Korean,2-3 Times Per Week
Australia,Adults,Male,High,19,Sci-Fi,Smart TV,Free,Netflix,15,66,3,Fiber,German,Multiple Times Per Week
Germany,Children,Male,High,19,Comedy,Tablet,Free,TikTok,19,25,3,4G LTE,Arabic,Never
Indonesia,Adults,Female,High,23,Documentary,Mobile,Premium,Instagram,13,37,3,ADSL,Korean,Daily
Nigeria,Adults,Male,Moderate,23,Documentary,Mobile,Free,TikTok,9,31,1,5G,Arabic,Weekly
Colombia,Adults,Female,High,20,Sports,Mobile,Basic,Instagram,8,33,3,4G LTE,Chinese,Daily
Belgium,Adults,Female,Moderate,22,Action,Smart TV,Standard,Amazon Prime Video,15,46,3,Fiber,Korean,Weekly
Japan,Adults,Male,Moderate,20,Documentary,Desktop,Standard,Netflix,22,67,2,4G LTE,Korean,Multiple Times Per Week
Turkey,Young Adults,Female,High,21,Sci-Fi,Smart TV,Basic,Netflix,20,61,4,5G,German,Daily
Israel,Adults,Female,Moderate,21,Documentary,Tablet,Standard,Netflix,12,67,2,ADSL,Spanish,Monthly
India,Adults,Female,High,21,Romance,Mobile,Standard,Instagram,12,29,2,4G LTE,Korean,Daily
Germany,Young Adults,Female,High,19,Documentary,Mobile,Basic,TikTok,20,37,4,Fiber,German,Monthly
Norway,Children,Male,High,23,Action,Smart TV,Basic,Disney+,20,49,4,5G,Arabic,2-3 Times Per Week
United Arab Emirates,Adults,Male,Moderate,23,Drama,Smart TV,Standard,TikTok,10,33,3,5G,Hindi,Daily
Japan,Young Adults,Male,Moderate,19,Animation,Desktop,Premium,Amazon Prime Video,24,66,3,4G LTE,English,Multiple Times Per Week
Brazil,Adults,Female,High,19,Sports,Desktop,Premium,Amazon Prime Video,12,60,4,Fiber,Hindi,Daily
Sweden,Children,Female,High,22,Action,Desktop,Standard,Netflix,20,46,4,4G LTE,French,Daily
South Africa,Young Adults,Male,High,20,Drama,Tablet,Basic,Amazon Prime Video,22,66,4,5G,Hindi,2-3 Times Per Week
Australia,Adults,Male,High,22,Romance,Smart TV,Basic,Disney+,15,51,2,Broadband,English,Monthly
Spain,Children,Male,High,21,Drama,Smart TV,Basic,Disney+,20,55,4,5G,German,Monthly
Qatar,Adults,Male,High,19,Drama,Tablet,Premium,Disney+,13,49,3,5G,French,Daily
Tunisia,Adults,Male,High,23,Drama,Smart TV,Free,YouTube,13,28,2,Fiber,Korean,Monthly
Pakistan,Adults,Male,Moderate,19,Sports,Desktop,Premium,YouTube,8,34,1,5G,Hindi,Multiple Times Per Week
Norway,Young Adults,Female,High,21,Drama,Desktop,Free,Instagram,22,32,5,5G,English,Never
Brazil,Adults,Female,High,21,Sci-Fi,Mobile,Basic,YouTube,19,44,3,5G,English,Multiple Times Per Week
Australia,Young Adults,Female,High,23,Documentary,Tablet,Premium,Netflix,23,48,2,Broadband,Spanish,2-3 Times Per Week
Malaysia,Adults,Male,High,20,Romance,Mobile,Basic,Netflix,21,59,3,4G LTE,Hindi,Weekly
Spain,Adults,Female,High,23,Sci-Fi,Smart TV,Basic,YouTube,19,44,5,4G LTE,Korean,Weekly
Kenya,Adults,Male,High,22,Sports,Tablet,Premium,YouTube,19,39,2,Fiber,Portuguese,Multiple Times Per Week
Pakistan,Children,Female,High,23,Sports,Tablet,Premium,Disney+,19,63,1,Fiber,French,Never
Chile,Adults,Male,High,20,Romance,Mobile,Free,Instagram,13,29,3,4G LTE,Japanese,Monthly
Ethiopia,Adults,Male,Moderate,23,Action,Smart TV,Basic,Disney+,13,48,3,Broadband,Japanese,Multiple Times Per Week
Norway,Young Adults,Female,High,19,Comedy,Tablet,Premium,Disney+,22,63,3,Fiber,Korean,Weekly
Argentina,Young Adults,Female,High,21,Sci-Fi,Smart TV,Standard,Netflix,23,60,2,Broadband,Portuguese,Multiple Times Per Week
Indonesia,Adults,Male,High,22,Drama,Tablet,Free,Netflix,11,58,2,4G LTE,Spanish,Daily
Japan,Adults,Female,Moderate,19,Action,Smart TV,Free,YouTube,9,38,3,5G,Korean,Daily
Bangladesh,Adults,Male,High,22,Drama,Tablet,Premium,Disney+,18,51,2,ADSL,English,Daily
Saudi Arabia,Adults,Male,High,23,Sci-Fi,Mobile,Free,TikTok,21,23,4,5G,French,2-3 Times Per Week
Thailand,Adults,Female,High,22,Drama,Desktop,Premium,Netflix,17,69,4,4G LTE,Japanese,2-3 Times Per Week
United Arab Emirates,Young Adults,Male,High,20,Drama,Mobile,Free,Instagram,20,15,4,Fiber,Portuguese,2-3 Times Per Week
Pakistan,Young Adults,Male,High,18,Documentary,Mobile,Standard,Netflix,23,63,3,5G,German,Monthly
Kenya,Adults,Female,Moderate,19,Horror,Mobile,Basic,YouTube,17,25,2,5G,Portuguese,Monthly
South Africa,Young Adults,Male,High,18,Thriller,Desktop,Standard,Amazon Prime Video,22,63,3,4G LTE,German,2-3 Times Per Week
Pakistan,Adults,Female,High,21,Sports,Desktop,Standard,Disney+,13,55,2,4G LTE,Arabic,Weekly
Norway,Children,Female,High,22,Sci-Fi,Mobile,Standard,Netflix,17,64,5,ADSL,English,Weekly
United States,Adults,Female,Moderate,19,Action,Mobile,Premium,Instagram,8,21,3,4G LTE,English,Weekly
India,Young Adults,Male,High,22,Action,Mobile,Standard,TikTok,23,18,2,4G LTE,Chinese,2-3 Times Per Week
South Africa,Young Adults,Male,High,22,Action,Tablet,Premium,Netflix,23,46,2,Broadband,English,2-3 Times Per Week
Germany,Adults,Female,Moderate,21,Romance,Mobile,Basic,Amazon Prime Video,22,62,2,4G LTE,Chinese,Weekly
Malaysia,Young Adults,Female,High,20,Romance,Mobile,Free,Netflix,20,64,3,5G,Arabic,Daily
United Arab Emirates,Adults,Female,Moderate,22,Sports,Mobile,Premium,Netflix,11,66,4,4G LTE,French,2-3 Times Per Week
Qatar,Adults,Male,Moderate,22,Romance,Desktop,Standard,TikTok,9,34,4,Fiber,Japanese,Monthly
Peru,Adults,Female,High,21,Comedy,Desktop,Basic,YouTube,22,37,3,4G LTE,Chinese,Monthly
Ecuador,Adults,Male,High,18,Comedy,Desktop,Standard,TikTok,13,21,2,Fiber,Korean,Daily
Norway,Children,Female,High,18,Horror,Desktop,Basic,Amazon Prime Video,17,65,3,Broadband,Spanish,Daily
Egypt,Children,Female,High,21,Action,Desktop,Free,Amazon Prime Video,18,46,1,Fiber,English,2-3 Times Per Week
Philippines,Adults,Female,High,22,Thriller,Desktop,Standard,YouTube,10,45,2,ADSL,Japanese,2-3 Times Per Week
Pakistan,Adults,Male,High,20,Comedy,Mobile,Premium,Instagram,20,37,2,ADSL,Portuguese,Multiple Times Per Week
Norway,Adults,Female,Moderate,20,Action,Tablet,Standard,YouTube,8,25,2,5G,German,Daily
Norway,Adults,Male,High,22,Comedy,Desktop,Premium,Netflix,19,58,3,Broadband,Hindi,Daily
France,Children,Female,High,23,Comedy,Tablet,Free,TikTok,16,33,4,4G LTE,Japanese,Monthly
Norway,Children,Female,High,21,Action,Smart TV,Standard,YouTube,17,44,4,Broadband,Arabic,Daily
China,Adults,Female,Moderate,20,Documentary,Smart TV,Free,YouTube,20,49,3,Broadband,Arabic,Multiple Times Per Week
Ghana,Children,Male,High,18,Animation,Smart TV,Premium,Amazon Prime Video,20,47,3,Broadband,Hindi,Never
India,Adults,Female,High,21,Documentary,Desktop,Basic,Instagram,18,28,1,Broadband,German,Never
Israel,Children,Female,High,22,Horror,Smart TV,Basic,YouTube,16,31,3,4G LTE,French,Multiple Times Per Week
Argentina,Adults,Female,High,19,Documentary,Tablet,Basic,Netflix,11,45,3,5G,Arabic,Multiple Times Per Week
Malaysia,Young Adults,Male,High,21,Sports,Mobile,Premium,Netflix,20,59,4,ADSL,Arabic,Never
Colombia,Adults,Male,High,19,Drama,Desktop,Free,TikTok,8,19,4,Fiber,Chinese,Never
Peru,Young Adults,Male,High,19,Action,Mobile,Basic,YouTube,23,41,1,Broadband,German,Daily
Tunisia,Young Adults,Female,High,21,Drama,Tablet,Basic,Instagram,20,18,2,ADSL,Japanese,Weekly
Malaysia,Adults,Female,High,22,Animation,Smart TV,Premium,TikTok,21,37,4,4G LTE,German,2-3 Times Per Week
Italy,Adults,Female,Moderate,23,Thriller,Desktop,Free,TikTok,10,23,4,Fiber,Chinese,Daily
United States,Adults,Male,Moderate,19,Romance,Mobile,Premium,YouTube,11,34,4,Fiber,Arabic,2-3 Times Per Week
Spain,Adults,Male,Moderate,20,Documentary,Desktop,Free,Disney+,10,42,3,4G LTE,English,Daily
United Kingdom,Adults,Male,High,22,Horror,Smart TV,Basic,Disney+,19,62,4,Fiber,English,Weekly
Tunisia,Young Adults,Female,High,23,Sci-Fi,Desktop,Standard,Amazon Prime Video,23,63,2,Broadband,Korean,2-3 Times Per Week
South Korea,Young Adults,Male,High,23,Thriller,Smart TV,Premium,Netflix,22,50,2,Broadband,Arabic,Never
Nigeria,Children,Female,High,18,Thriller,Mobile,Standard,TikTok,20,25,2,Fiber,Arabic,Multiple Times Per Week
South Korea,Children,Female,Moderate,22,Thriller,Tablet,Premium,Disney+,18,63,4,4G LTE,French,Multiple Times Per Week
China,Children,Female,High,18,Documentary,Smart TV,Premium,Disney+,19,63,3,4G LTE,Arabic,Multiple Times Per Week
Ecuador,Adults,Female,High,18,Thriller,Desktop,Free,TikTok,20,36,2,4G LTE,Korean,Daily
South Korea,Young Adults,Female,High,22,Comedy,Mobile,Free,Netflix,24,49,4,Broadband,Korean,Never
Australia,Adults,Male,Moderate,21,Romance,Tablet,Premium,Amazon Prime Video,10,64,3,4G LTE,Arabic,Weekly
Indonesia,Adults,Male,High,18,Drama,Smart TV,Basic,Netflix,10,60,3,5G,Korean,Daily
South Africa,Adults,Male,High,20,Action,Mobile,Free,Netflix,17,61,4,Broadband,Spanish,2-3 Times Per Week
China,Adults,Male,Moderate,22,Comedy,Tablet,Basic,Disney+,18,50,2,Broadband,Arabic,Multiple Times Per Week
Brazil,Adults,Male,High,22,Animation,Desktop,Premium,Instagram,10,33,3,5G,Hindi,Monthly
Italy,Adults,Female,High,23,Sci-Fi,Tablet,Basic,Amazon Prime Video,20,60,3,4G LTE,French,Daily
Malaysia,Young Adults,Female,High,22,Documentary,Desktop,Free,Netflix,21,54,3,ADSL,Hindi,Weekly
Brazil,Adults,Male,High,22,Horror,Tablet,Standard,Instagram,18,28,3,5G,Chinese,Monthly
Kenya,Adults,Male,Moderate,23,Comedy,Smart TV,Free,YouTube,11,27,1,Fiber,German,Monthly
China,Adults,Male,Moderate,21,Comedy,Tablet,Standard,TikTok,18,26,3,ADSL,English,Monthly
Pakistan,Young Adults,Female,High,18,Sci-Fi,Mobile,Free,TikTok,22,40,1,ADSL,Arabic,Daily
